,Date/Time,Year,Month,Day,Max_Temp,Min_Temp,Mean_Temp
58,2015-02-28,2015,2,28,-7.5,-14.0,-10.8
59,2015-03-01,2015,3,1,-5.5,-11.5,-8.5
60,2015-03-02,2015,3,2,-9.0,-14.0,-11.5
61,2015-03-03,2015,3,3,-7.5,-11.5,-9.5
62,2015-03-04,2015,3,4,-10.0,-17.5,-13.8
63,2015-03-05,2015,3,5,-9.0,-17.5,-13.3
64,2015-03-06,2015,3,6,-9.0,-14.0,-11.5
65,2015-03-07,2015,3,7,-9.5,-18.5,-14.0
66,2015-03-08,2015,3,8,-6.0,-21.0,-13.5
67,2015-03-09,2015,3,9,-9.0,-14.5,-11.8
68,2015-03-10,2015,3,10,-7.5,-18.5,-13.0
69,2015-03-11,2015,3,11,0.0,-14.5,-7.3
70,2015-03-12,2015,3,12,-9.5,-13.0,-11.3
71,2015-03-13,2015,3,13,-8.0,-18.5,-13.3
72,2015-03-14,2015,3,14,-6.0,-14.5,-10.3
73,2015-03-15,2015,3,15,-4.5,-14.5,-9.5
74,2015-03-16,2015,3,16,2.0,-12.0,-5.0
75,2015-03-17,2015,3,17,1.5,-4.5,-1.5
76,2015-03-18,2015,3,18,1.5,-1.0,0.3
77,2015-03-19,2015,3,19,-2.0,-14.5,-8.3
78,2015-03-20,2015,3,20,-0.5,-9.5,-5.0
79,2015-03-21,2015,3,21,2.5,-12.5,-5.0
80,2015-03-22,2015,3,22,3.0,-9.0,-3.0
81,2015-03-23,2015,3,23,0.0,-9.5,-4.8
82,2015-03-24,2015,3,24,3.0,-9.0,-3.0
83,2015-03-25,2015,3,25,1.0,-6.0,-2.5
84,2015-03-26,2015,3,26,1.5,-2.5,-0.5
85,2015-03-27,2015,3,27,0.5,-9.0,-4.3
86,2015-03-28,2015,3,28,1.0,-4.0,-1.5
87,2015-03-29,2015,3,29,2.5,-4.5,-1.0
88,2015-03-30,2015,3,30,3.5,-4.0,-0.3
89,2015-03-31,2015,3,31,4.5,-4.0,0.3
90,2015-04-01,2015,4,1,4.5,-4.0,0.3
91,2015-04-02,2015,4,2,2.0,-2.0,0.0
92,2015-04-03,2015,4,3,2.0,0.5,1.3
93,2015-04-04,2015,4,4,2.5,-3.5,-0.5
94,2015-04-05,2015,4,5,4.5,-4.0,0.3
95,2015-04-06,2015,4,6,3.0,-2.0,0.5
96,2015-04-07,2015,4,7,1.5,-7.0,-2.8
97,2015-04-08,2015,4,8,-0.5,-11.0,-5.8
98,2015-04-09,2015,4,9,0.0,-7.0,-3.5
99,2015-04-10,2015,4,10,1.0,-11.5,-5.3
100,2015-04-11,2015,4,11,6.5,-5.5,0.5
101,2015-04-12,2015,4,12,3.0,-16.5,-6.8
102,2015-04-13,2015,4,13,4.5,-9.5,-2.5
103,2015-04-14,2015,4,14,9.5,-2.0,3.8
104,2015-04-15,2015,4,15,5.0,2.0,3.5
105,2015-04-16,2015,4,16,2.5,-1.5,0.5
106,2015-04-17,2015,4,17,-1.0,-10.0,-5.5
107,2015-04-18,2015,4,18,4.0,-7.5,-1.8
108,2015-04-19,2015,4,19,5.5,-1.5,2.0
109,2015-04-20,2015,4,20,6.0,-4.0,1.0
110,2015-04-21,2015,4,21,9.5,-4.5,2.5
111,2015-04-22,2015,4,22,8.0,-4.0,2.0
112,2015-04-23,2015,4,23,5.5,-4.0,0.8
113,2015-04-24,2015,4,24,5.0,-1.0,2.0
114,2015-04-25,2015,4,25,6.0,0.5,3.3
115,2015-04-26,2015,4,26,6.5,-2.0,2.3
116,2015-04-27,2015,4,27,6.0,0.0,3.0
117,2015-04-28,2015,4,28,4.5,1.5,3.0
118,2015-04-29,2015,4,29,5.0,1.0,3.0
119,2015-04-30,2015,4,30,5.5,0.5,3.0
120,2015-05-01,2015,5,1,6.0,0.0,3.0
121,2015-05-02,2015,5,2,8.0,2.0,5.0
122,2015-05-03,2015,5,3,9.5,2.5,6.0
123,2015-05-04,2015,5,4,14.5,-4.5,5.0
124,2015-05-05,2015,5,5,6.0,1.5,3.8
125,2015-05-06,2015,5,6,9.0,-4.5,2.3
126,2015-05-07,2015,5,7,7.0,-1.0,3.0
127,2015-05-08,2015,5,8,8.0,-4.5,1.8
128,2015-05-09,2015,5,9,10.5,0.5,5.5
129,2015-05-10,2015,5,10,6.0,-1.0,2.5
130,2015-05-11,2015,5,11,5.5,-2.5,1.5
131,2015-05-12,2015,5,12,9.5,-1.0,4.3
132,2015-05-13,2015,5,13,10.5,-1.0,4.8
133,2015-05-14,2015,5,14,9.0,-1.0,4.0
134,2015-05-15,2015,5,15,16.5,-2.0,7.3
135,2015-05-16,2015,5,16,19.0,0.5,9.8
136,2015-05-17,2015,5,17,20.0,-2.0,9.0
137,2015-05-18,2015,5,18,18.0,-1.0,8.5
138,2015-05-19,2015,5,19,18.5,5.0,11.8
139,2015-05-20,2015,5,20,18.0,5.0,11.5
140,2015-05-21,2015,5,21,17.5,-1.5,8.0
141,2015-05-22,2015,5,22,18.0,3.0,10.5
142,2015-05-23,2015,5,23,18.5,5.0,11.8
143,2015-05-24,2015,5,24,19.5,3.0,11.3
144,2015-05-25,2015,5,25,21.0,8.0,14.5
145,2015-05-26,2015,5,26,20.0,4.5,12.3
146,2015-05-27,2015,5,27,18.0,5.0,11.5
147,2015-05-28,2015,5,28,19.5,3.0,11.3
148,2015-05-29,2015,5,29,20.0,4.0,12.0
149,2015-05-30,2015,5,30,23.5,7.5,15.5
150,2015-05-31,2015,5,31,23.5,8.0,15.8
151,2015-06-01,2015,6,1,16.5,4.0,10.3
152,2015-06-02,2015,6,2,15.5,-1.5,7.0
153,2015-06-03,2015,6,3,19.0,0.0,9.5
154,2015-06-04,2015,6,4,15.5,-0.5,7.5
155,2015-06-05,2015,6,5,25.0,3.5,14.3
156,2015-06-06,2015,6,6,15.5,-1.5,7.0
157,2015-06-07,2015,6,7,16.0,4.0,10.0
158,2015-06-08,2015,6,8,18.0,4.0,11.0
159,2015-06-09,2015,6,9,18.5,4.5,11.5
160,2015-06-10,2015,6,10,20.0,5.0,12.5
161,2015-06-11,2015,6,11,24.5,7.5,16.0
162,2015-06-12,2015,6,12,18.5,4.5,11.5
163,2015-06-13,2015,6,13,13.0,4.5,8.8
164,2015-06-14,2015,6,14,13.0,6.0,9.5
165,2015-06-15,2015,6,15,18.5,6.5,12.5
166,2015-06-16,2015,6,16,19.0,4.5,11.8
167,2015-06-17,2015,6,17,13.5,6.5,10.0
168,2015-06-18,2015,6,18,18.0,8.0,13.0
169,2015-06-19,2015,6,19,19.5,8.5,14.0
170,2015-06-20,2015,6,20,24.5,4.5,14.5
171,2015-06-21,2015,6,21,18.0,8.5,13.3
172,2015-06-22,2015,6,22,23.5,8.5,16.0
173,2015-06-23,2015,6,23,24.0,9.0,16.5
174,2015-06-24,2015,6,24,26.5,6.5,16.5
175,2015-06-25,2015,6,25,22.5,6.0,14.3
176,2015-06-26,2015,6,26,23.5,9.0,16.3
177,2015-06-27,2015,6,27,22.5,3.0,12.8
178,2015-06-28,2015,6,28,19.5,6.5,13.0
179,2015-06-29,2015,6,29,16.0,8.0,12.0
180,2015-06-30,2015,6,30,22.5,3.0,12.8
181,2015-07-01,2015,7,1,,,
182,2015-07-02,2015,7,2,,,
183,2015-07-03,2015,7,3,,,
184,2015-07-04,2015,7,4,,,
185,2015-07-05,2015,7,5,,,
186,2015-07-06,2015,7,6,,,
187,2015-07-07,2015,7,7,,,
188,2015-07-08,2015,7,8,,,
189,2015-07-09,2015,7,9,,,
190,2015-07-10,2015,7,10,,,
191,2015-07-11,2015,7,11,,,
192,2015-07-12,2015,7,12,,,
193,2015-07-13,2015,7,13,,,
194,2015-07-14,2015,7,14,,,
195,2015-07-15,2015,7,15,,,
196,2015-07-16,2015,7,16,,,
197,2015-07-17,2015,7,17,,,
198,2015-07-18,2015,7,18,,,
199,2015-07-19,2015,7,19,,,
200,2015-07-20,2015,7,20,,,
201,2015-07-21,2015,7,21,,,
202,2015-07-22,2015,7,22,,,
203,2015-07-23,2015,7,23,,,
204,2015-07-24,2015,7,24,,,
205,2015-07-25,2015,7,25,,,
206,2015-07-26,2015,7,26,,,
207,2015-07-27,2015,7,27,,,
208,2015-07-28,2015,7,28,,,
209,2015-07-29,2015,7,29,,,
210,2015-07-30,2015,7,30,,,
211,2015-07-31,2015,7,31,,,
212,2015-08-01,2015,8,1,,,
213,2015-08-02,2015,8,2,,,
214,2015-08-03,2015,8,3,,,
215,2015-08-04,2015,8,4,,,
216,2015-08-05,2015,8,5,,,
217,2015-08-06,2015,8,6,,,
218,2015-08-07,2015,8,7,,,
219,2015-08-08,2015,8,8,,,
220,2015-08-09,2015,8,9,,,
221,2015-08-10,2015,8,10,,,
222,2015-08-11,2015,8,11,,,
223,2015-08-12,2015,8,12,,,
224,2015-08-13,2015,8,13,,,
225,2015-08-14,2015,8,14,,,
226,2015-08-15,2015,8,15,,,
227,2015-08-16,2015,8,16,,,
228,2015-08-17,2015,8,17,,,
229,2015-08-18,2015,8,18,,,
230,2015-08-19,2015,8,19,,,
231,2015-08-20,2015,8,20,,,
232,2015-08-21,2015,8,21,,,
233,2015-08-22,2015,8,22,,,
234,2015-08-23,2015,8,23,,,
235,2015-08-24,2015,8,24,,,
236,2015-08-25,2015,8,25,,,
237,2015-08-26,2015,8,26,,,
238,2015-08-27,2015,8,27,,,
239,2015-08-28,2015,8,28,,,
240,2015-08-29,2015,8,29,,,
241,2015-08-30,2015,8,30,,,
242,2015-08-31,2015,8,31,,,
243,2015-09-01,2015,9,1,,,
244,2015-09-02,2015,9,2,,,
245,2015-09-03,2015,9,3,,,
246,2015-09-04,2015,9,4,,,
247,2015-09-05,2015,9,5,,,
248,2015-09-06,2015,9,6,,,
249,2015-09-07,2015,9,7,,,
250,2015-09-08,2015,9,8,,,
251,2015-09-09,2015,9,9,,,
252,2015-09-10,2015,9,10,,,
253,2015-09-11,2015,9,11,,,
254,2015-09-12,2015,9,12,,,
255,2015-09-13,2015,9,13,,,
256,2015-09-14,2015,9,14,,,
257,2015-09-15,2015,9,15,,,
258,2015-09-16,2015,9,16,,,
259,2015-09-17,2015,9,17,,,
260,2015-09-18,2015,9,18,,,
261,2015-09-19,2015,9,19,,,
262,2015-09-20,2015,9,20,,,
263,2015-09-21,2015,9,21,,,
264,2015-09-22,2015,9,22,,,
265,2015-09-23,2015,9,23,,,
266,2015-09-24,2015,9,24,,,
267,2015-09-25,2015,9,25,,,
268,2015-09-26,2015,9,26,,,
269,2015-09-27,2015,9,27,,,
270,2015-09-28,2015,9,28,,,
271,2015-09-29,2015,9,29,,,
272,2015-09-30,2015,9,30,,,
273,2015-10-01,2015,10,1,,,
274,2015-10-02,2015,10,2,,,
275,2015-10-03,2015,10,3,,,
276,2015-10-04,2015,10,4,,,
277,2015-10-05,2015,10,5,,,
278,2015-10-06,2015,10,6,,,
279,2015-10-07,2015,10,7,,,
280,2015-10-08,2015,10,8,,,
281,2015-10-09,2015,10,9,,,
282,2015-10-10,2015,10,10,,,
283,2015-10-11,2015,10,11,,,
284,2015-10-12,2015,10,12,,,
285,2015-10-13,2015,10,13,,,
286,2015-10-14,2015,10,14,,,
287,2015-10-15,2015,10,15,,,
288,2015-10-16,2015,10,16,,,
289,2015-10-17,2015,10,17,,,
290,2015-10-18,2015,10,18,,,
291,2015-10-19,2015,10,19,,,
292,2015-10-20,2015,10,20,,,
293,2015-10-21,2015,10,21,,,
294,2015-10-22,2015,10,22,,,
295,2015-10-23,2015,10,23,,,
296,2015-10-24,2015,10,24,,,
297,2015-10-25,2015,10,25,,,
298,2015-10-26,2015,10,26,,,
299,2015-10-27,2015,10,27,,,
300,2015-10-28,2015,10,28,,,
301,2015-10-29,2015,10,29,,,
302,2015-10-30,2015,10,30,,,
303,2015-10-31,2015,10,31,,,
304,2015-11-01,2015,11,1,,,
305,2015-11-02,2015,11,2,,,
306,2015-11-03,2015,11,3,,,
307,2015-11-04,2015,11,4,,,
308,2015-11-05,2015,11,5,,,
309,2015-11-06,2015,11,6,,,
310,2015-11-07,2015,11,7,,,
311,2015-11-08,2015,11,8,,,
312,2015-11-09,2015,11,9,,,
313,2015-11-10,2015,11,10,,,
314,2015-11-11,2015,11,11,,,
315,2015-11-12,2015,11,12,,,
316,2015-11-13,2015,11,13,,,
317,2015-11-14,2015,11,14,,,
318,2015-11-15,2015,11,15,,,
319,2015-11-16,2015,11,16,,,
320,2015-11-17,2015,11,17,,,
321,2015-11-18,2015,11,18,,,
322,2015-11-19,2015,11,19,,,
323,2015-11-20,2015,11,20,,,
324,2015-11-21,2015,11,21,,,
325,2015-11-22,2015,11,22,,,
326,2015-11-23,2015,11,23,,,
327,2015-11-24,2015,11,24,,,
328,2015-11-25,2015,11,25,,,
329,2015-11-26,2015,11,26,,,
330,2015-11-27,2015,11,27,,,
331,2015-11-28,2015,11,28,,,
332,2015-11-29,2015,11,29,,,
333,2015-11-30,2015,11,30,,,
334,2015-12-01,2015,12,1,,,
335,2015-12-02,2015,12,2,,,
336,2015-12-03,2015,12,3,,,
337,2015-12-04,2015,12,4,,,
338,2015-12-05,2015,12,5,,,
339,2015-12-06,2015,12,6,,,
340,2015-12-07,2015,12,7,,,
341,2015-12-08,2015,12,8,,,
342,2015-12-09,2015,12,9,,,
343,2015-12-10,2015,12,10,,,
344,2015-12-11,2015,12,11,,,
345,2015-12-12,2015,12,12,,,
346,2015-12-13,2015,12,13,,,
347,2015-12-14,2015,12,14,,,
348,2015-12-15,2015,12,15,,,
349,2015-12-16,2015,12,16,,,
350,2015-12-17,2015,12,17,,,
351,2015-12-18,2015,12,18,,,
352,2015-12-19,2015,12,19,,,
353,2015-12-20,2015,12,20,,,
354,2015-12-21,2015,12,21,,,
355,2015-12-22,2015,12,22,,,
356,2015-12-23,2015,12,23,,,
357,2015-12-24,2015,12,24,,,
358,2015-12-25,2015,12,25,,,
359,2015-12-26,2015,12,26,,,
360,2015-12-27,2015,12,27,,,
361,2015-12-28,2015,12,28,,,
362,2015-12-29,2015,12,29,,,
363,2015-12-30,2015,12,30,,,
364,2015-12-31,2015,12,31,,,
